# meep=1.28.0 res=30.0 cols=t,Ez1,Ez2 dt=4.004 c_err=0.0011 echo=0.0000
1.775000000000000000e+01,1.220701299880810470e-01,3.450525935963706381e-01
1.780000000000000071e+01,8.961112144255371781e-02,2.894818326522377028e-01
1.785000000000000142e+01,5.648795670471336294e-02,2.257737192489198130e-01
1.790000000000000213e+01,2.361275667977160569e-02,1.555480156925319046e-01
1.794999999999999929e+01,-8.154363189475627438e-03,8.061962034170624958e-02
1.800000000000000000e+01,-3.802769134940060802e-02,2.949988791918115028e-03
1.805000000000000071e+01,-6.531322666523321774e-02,-7.540800048129703281e-02
1.810000000000000142e+01,-8.942433684140102534e-02,-1.523663129942436079e-01
1.815000000000000213e+01,-1.098916678183349954e-01,-2.258615005973036716e-01
1.819999999999999929e+01,-1.263710482916515221e-01,-2.939120826362411343e-01
1.825000000000000000e+01,-1.386454984631348419e-01,-3.546759143230433509e-01
1.830000000000000071e+01,-1.466253702693341987e-01,-4.065018760732738157e-01
1.835000000000000142e+01,-1.503429210663788373e-01,-4.479780905966391780e-01
1.840000000000000213e+01,-1.499455849904662574e-01,-4.779717264150986633e-01
1.844999999999999929e+01,-1.456843944230589438e-01,-4.956623297465532207e-01
